0.00,0.00,0.53,0.00,0.00,0.01,0.00,0.27,0.01,0.13,0.00,0.04
0.00,0.01,0.50,0.00,0.00,0.01,0.00,0.26,0.00,0.11,0.00,0.10
0.01,0.01,0.59,0.01,0.01,0.03,0.01,0.15,0.01,0.07,0.01,0.10
0.01,0.03,0.40,0.01,0.02,0.02,0.02,0.27,0.01,0.12,0.02,0.06
0.00,0.00,0.37,0.00,0.00,0.03,0.00,0.43,0.01,0.03,0.01,0.11
0.00,0.00,0.77,0.00,0.00,0.03,0.00,0.09,0.00,0.05,0.00,0.04
0.01,0.02,0.74,0.01,0.01,0.04,0.00,0.05,0.02,0.05,0.02,0.04
0.00,0.01,0.46,0.00,0.00,0.02,0.00,0.46,0.00,0.01,0.00,0.02
0.01,0.15,0.36,0.10,0.03,0.03,0.02,0.22,0.02,0.02,0.01,0.03
0.02,0.10,0.18,0.02,0.03,0.05,0.06,0.32,0.08,0.08,0.02,0.04
0.00,0.03,0.63,0.00,0.00,0.02,0.00,0.23,0.00,0.05,0.00,0.02
0.00,0.01,0.34,0.00,0.00,0.04,0.00,0.46,0.01,0.06,0.00,0.07
0.01,0.12,0.26,0.06,0.03,0.04,0.05,0.19,0.05,0.05,0.05,0.07
0.00,0.01,0.11,0.00,0.00,0.03,0.02,0.41,0.04,0.32,0.01,0.04
0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.33,0.00,0.41,0.00,0.03
0.00,0.00,0.29,0.00,0.01,0.01,0.00,0.33,0.00,0.23,0.00,0.12
0.04,0.09,0.13,0.02,0.02,0.05,0.06,0.28,0.04,0.12,0.08,0.07
0.00,0.01,0.58,0.00,0.00,0.01,0.00,0.13,0.00,0.23,0.00,0.03
0.00,0.01,0.73,0.00,0.00,0.01,0.00,0.06,0.00,0.17,0.00,0.02
0.00,0.04,0.70,0.01,0.01,0.01,0.00,0.06,0.00,0.13,0.00,0.03
0.01,0.02,0.20,0.01,0.01,0.02,0.02,0.48,0.02,0.15,0.02,0.05
0.00,0.01,0.46,0.00,0.01,0.02,0.00,0.17,0.00,0.29,0.00,0.04
0.00,0.02,0.52,0.01,0.01,0.04,0.01,0.13,0.01,0.21,0.01,0.04
0.02,0.05,0.40,0.04,0.03,0.05,0.02,0.10,0.01,0.14,0.05,0.09
0.02,0.07,0.24,0.04,0.01,0.07,0.07,0.35,0.05,0.04,0.01,0.03
0.00,0.02,0.43,0.01,0.01,0.01,0.02,0.32,0.02,0.08,0.01,0.04
0.02,0.03,0.46,0.03,0.01,0.01,0.01,0.05,0.29,0.03,0.03,0.03
0.03,0.08,0.23,0.03,0.05,0.02,0.03,0.34,0.07,0.07,0.02,0.03
0.00,0.02,0.47,0.01,0.00,0.03,0.01,0.28,0.01,0.12,0.01,0.04
0.00,0.02,0.29,0.00,0.01,0.05,0.00,0.53,0.01,0.02,0.00,0.07
0.03,0.03,0.36,0.02,0.02,0.02,0.01,0.18,0.03,0.20,0.01,0.10
0.00,0.09,0.38,0.02,0.03,0.02,0.03,0.24,0.05,0.07,0.01,0.06
0.04,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.05,0.76
0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.65,0.03,0.04,0.01,0.06
0.00,0.04,0.42,0.06,0.02,0.01,0.01,0.31,0.02,0.02,0.01,0.08
0.00,0.02,0.75,0.00,0.01,0.03,0.01,0.07,0.00,0.08,0.00,0.02
0.02,0.01,0.60,0.01,0.01,0.04,0.01,0.06,0.02,0.15,0.02,0.05
0.00,0.01,0.18,0.00,0.01,0.05,0.01,0.56,0.01,0.03,0.00,0.13
0.00,0.01,0.46,0.00,0.00,0.02,0.00,0.26,0.00,0.01,0.00,0.21
0.02,0.01,0.30,0.00,0.01,0.05,0.01,0.28,0.01,0.03,0.01,0.27
0.01,0.04,0.44,0.01,0.01,0.04,0.02,0.18,0.07,0.05,0.04,0.09
0.00,0.02,0.39,0.00,0.00,0.05,0.01,0.27,0.01,0.06,0.01,0.20
0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.09,0.02,0.10,0.01,0.05
0.00,0.02,0.54,0.00,0.00,0.02,0.00,0.32,0.00,0.05,0.00,0.04
0.04,0.16,0.47,0.02,0.01,0.04,0.02,0.10,0.01,0.07,0.02,0.04
0.00,0.02,0.45,0.00,0.00,0.02,0.00,0.44,0.01,0.01,0.00,0.03
0.01,0.04,0.28,0.01,0.00,0.00,0.01,0.48,0.10,0.04,0.00,0.03
0.00,0.01,0.14,0.00,0.00,0.01,0.01,0.76,0.01,0.01,0.00,0.05
0.00,0.06,0.59,0.01,0.00,0.01,0.01,0.22,0.00,0.02,0.01,0.07
