0.01,0.01,0.01,0.07,0.40,0.02,0.03,0.02,0.10,0.01,0.04,0.26
0.01,0.02,0.02,0.04,0.30,0.03,0.03,0.01,0.35,0.01,0.02,0.18
0.01,0.04,0.02,0.05,0.19,0.02,0.03,0.01,0.44,0.02,0.03,0.14
0.01,0.02,0.03,0.05,0.22,0.03,0.05,0.02,0.36,0.04,0.05,0.14
0.01,0.02,0.01,0.02,0.52,0.03,0.03,0.01,0.26,0.01,0.01,0.08
0.02,0.02,0.02,0.03,0.18,0.04,0.04,0.02,0.20,0.04,0.04,0.35
0.01,0.01,0.02,0.03,0.30,0.11,0.05,0.02,0.23,0.04,0.02,0.15
0.03,0.04,0.03,0.04,0.26,0.08,0.03,0.05,0.12,0.11,0.03,0.18
0.02,0.01,0.03,0.02,0.38,0.02,0.08,0.02,0.13,0.03,0.03,0.21
0.02,0.01,0.05,0.09,0.12,0.03,0.04,0.03,0.38,0.04,0.04,0.12
0.03,0.04,0.06,0.03,0.26,0.07,0.10,0.03,0.14,0.03,0.06,0.16
0.01,0.03,0.03,0.02,0.11,0.04,0.04,0.01,0.19,0.01,0.05,0.46
0.01,0.01,0.02,0.03,0.42,0.02,0.08,0.02,0.20,0.02,0.02,0.15
0.01,0.02,0.03,0.03,0.21,0.03,0.05,0.02,0.36,0.02,0.04,0.18
0.02,0.04,0.02,0.02,0.41,0.07,0.03,0.01,0.20,0.01,0.01,0.15
0.03,0.04,0.03,0.02,0.25,0.05,0.03,0.02,0.21,0.04,0.07,0.20
0.01,0.02,0.01,0.04,0.26,0.02,0.02,0.02,0.49,0.02,0.01,0.07
0.02,0.02,0.02,0.04,0.15,0.03,0.03,0.03,0.41,0.04,0.04,0.19
0.02,0.02,0.01,0.02,0.54,0.06,0.06,0.03,0.05,0.02,0.02,0.16
0.01,0.06,0.02,0.03,0.42,0.02,0.06,0.01,0.25,0.02,0.01,0.10
0.02,0.07,0.07,0.05,0.18,0.06,0.07,0.02,0.27,0.02,0.03,0.15
0.01,0.05,0.02,0.02,0.38,0.02,0.03,0.01,0.26,0.01,0.04,0.14
0.01,0.02,0.03,0.06,0.25,0.04,0.05,0.03,0.36,0.06,0.04,0.04
0.02,0.03,0.03,0.08,0.12,0.07,0.05,0.06,0.32,0.09,0.05,0.08
0.01,0.03,0.04,0.05,0.26,0.05,0.06,0.03,0.27,0.03,0.04,0.12
0.04,0.02,0.05,0.04,0.14,0.06,0.04,0.03,0.34,0.04,0.07,0.13
0.01,0.02,0.03,0.01,0.30,0.03,0.10,0.02,0.33,0.03,0.05,0.08
0.03,0.01,0.05,0.02,0.29,0.05,0.05,0.02,0.16,0.02,0.06,0.24
0.01,0.03,0.05,0.02,0.42,0.03,0.06,0.01,0.19,0.01,0.03,0.16
0.01,0.03,0.04,0.02,0.37,0.03,0.08,0.01,0.20,0.02,0.05,0.14
0.01,0.03,0.04,0.04,0.28,0.03,0.06,0.02,0.29,0.01,0.02,0.17
0.02,0.03,0.02,0.03,0.40,0.11,0.04,0.01,0.15,0.03,0.02,0.12
0.02,0.06,0.05,0.05,0.42,0.04,0.03,0.03,0.10,0.01,0.06,0.12
0.05,0.05,0.05,0.05,0.29,0.09,0.06,0.06,0.07,0.06,0.06,0.12
0.02,0.05,0.03,0.03,0.18,0.05,0.06,0.03,0.31,0.03,0.05,0.16
0.00,0.02,0.01,0.02,0.36,0.01,0.10,0.01,0.33,0.01,0.03,0.09
0.01,0.05,0.05,0.02,0.22,0.05,0.07,0.01,0.32,0.03,0.04,0.15
0.00,0.01,0.03,0.02,0.38,0.02,0.06,0.00,0.25,0.01,0.01,0.20
